,count,alive,healthy,boroname,nta,nta_name,area (sq-ft),Median Income,Margin of Error,fraction alive,fraction healthy,density
36005040100,176,167,163,Bronx,BX05,Bedford Park-Fordham North,1841945.93987,33487.0,12414,0.948863636364,0.926136363636,9.06649844521e-05
36005040302,93,89,89,Bronx,BX05,Bedford Park-Fordham North,682700.661638,25724.0,3634,0.956989247312,0.956989247312,0.000130364601942
36005040303,181,168,159,Bronx,BX28,Van Cortlandt Village,949187.845083,40731.0,3304,0.92817679558,0.878453038674,0.00017699341692
36005040304,105,97,96,Bronx,BX28,Van Cortlandt Village,723328.320306,34643.0,6704,0.92380952381,0.914285714286,0.000134102311878
36005040400,189,170,168,Bronx,BX44,Williamsbridge-Olinville,2316966.96284,36691.0,13817,0.899470899471,0.888888888889,7.33717842017e-05
36005040501,111,103,100,Bronx,BX05,Bedford Park-Fordham North,873437.241163,34009.0,7616,0.927927927928,0.900900900901,0.000117924900778
36005040502,144,130,124,Bronx,BX05,Bedford Park-Fordham North,1534114.68006,23583.0,3756,0.902777777778,0.861111111111,8.47394276906e-05
36005040600,233,218,208,Bronx,BX44,Williamsbridge-Olinville,2403938.47258,44773.0,20698,0.935622317597,0.892703862661,9.0684517298e-05
36005040701,86,79,76,Bronx,BX28,Van Cortlandt Village,630565.964757,30354.0,11110,0.918604651163,0.883720930233,0.000125284275421
36005040702,233,217,207,Bronx,BX05,Bedford Park-Fordham North,1956959.07773,29978.0,6669,0.931330472103,0.888412017167,0.000110886324844
36005040800,155,142,136,Bronx,BX44,Williamsbridge-Olinville,1324406.3301,32244.0,9064,0.916129032258,0.877419354839,0.000107217850574
36005040900,563,546,527,Bronx,BX28,Van Cortlandt Village,12552690.4468,46278.0,5017,0.969804618117,0.936056838366,4.34966513604e-05
36005041100,164,162,160,Bronx,BX05,Bedford Park-Fordham North,1309717.01754,41047.0,16778,0.987804878049,0.975609756098,0.00012369084148
36005041300,293,282,268,Bronx,BX05,Bedford Park-Fordham North,1865502.74348,38796.0,6755,0.962457337884,0.914675767918,0.000151165684953
36005041400,274,257,239,Bronx,BX62,Woodlawn-Wakefield,5955791.85442,53750.0,11121,0.93795620438,0.872262773723,4.31512729595e-05
36005041500,222,215,199,Bronx,BX05,Bedford Park-Fordham North,1471378.15725,42207.0,12015,0.968468468468,0.896396396396,0.000146121511279
36005041800,210,197,184,Bronx,BX62,Woodlawn-Wakefield,2930549.1672,37829.0,9653,0.938095238095,0.87619047619,6.72228953552e-05
36005041900,470,453,444,Bronx,BX43,Norwood,3505470.58726,45127.0,11361,0.963829787234,0.944680851064,0.000129226587051
36005042000,162,156,150,Bronx,BX44,Williamsbridge-Olinville,1615128.62327,28125.0,17234,0.962962962963,0.925925925926,9.65867347977e-05
36005042100,290,262,239,Bronx,BX43,Norwood,2677136.83686,36768.0,8852,0.903448275862,0.824137931034,9.78657483595e-05
36005042200,169,163,161,Bronx,BX44,Williamsbridge-Olinville,1884434.55343,51701.0,4007,0.96449704142,0.952662721893,8.6498095518e-05
36005042300,151,147,144,Bronx,BX43,Norwood,1939179.59503,31786.0,7727,0.973509933775,0.953642384106,7.58052530961e-05
36005042400,123,115,104,Bronx,BX44,Williamsbridge-Olinville,1882378.37052,57716.0,17466,0.934959349593,0.845528455285,6.1092924675e-05
36005042500,387,369,359,Bronx,BX43,Norwood,3154915.26962,28643.0,12892,0.953488372093,0.927648578811,0.000116960351853
36005042600,659,634,617,Bronx,BX62,Woodlawn-Wakefield,5473783.58408,54306.0,19457,0.962063732929,0.93626707132,0.000115824820302
36005042800,224,220,220,Bronx,BX62,Woodlawn-Wakefield,1821035.07925,63017.0,8432,0.982142857143,0.982142857143,0.000120810412994
36005042901,103,102,99,Bronx,BX43,Norwood,1105150.73131,39625.0,10042,0.990291262136,0.961165048544,9.22951024781e-05
36005042902,133,129,122,Bronx,BX43,Norwood,1011499.02132,27553.0,5356,0.96992481203,0.917293233083,0.000127533489683
36005043000,407,398,397,Bronx,BX62,Woodlawn-Wakefield,2219376.16427,52096.0,11595,0.977886977887,0.97542997543,0.000179329672188
36005043100,268,247,228,Bronx,BX43,Norwood,2331576.32766,31028.0,6653,0.921641791045,0.850746268657,0.000105936913611
36005043400,209,195,189,Bronx,BX62,Woodlawn-Wakefield,3761012.9636,43722.0,7762,0.933014354067,0.904306220096,5.18477340778e-05
36005043500,490,447,440,Bronx,BX99,park-cemetery-etc-Bronx,72716915.1308,42750.0,8417,0.912244897959,0.897959183673,6.14712545487e-06
36005043600,294,288,286,Bronx,BX62,Woodlawn-Wakefield,1679294.21953,57564.0,8243,0.979591836735,0.972789115646,0.000171500620112
36005044200,173,166,162,Bronx,BX62,Woodlawn-Wakefield,2615882.16569,38603.0,19223,0.959537572254,0.936416184971,6.34585158985e-05
36005044400,376,367,365,Bronx,BX62,Woodlawn-Wakefield,3924088.01741,67727.0,15227,0.976063829787,0.970744680851,9.35249154381e-05
36005044800,186,180,177,Bronx,BX62,Woodlawn-Wakefield,1817406.93201,78456.0,15151,0.967741935484,0.951612903226,9.90422105417e-05
36005044901,248,238,229,Bronx,BX62,Woodlawn-Wakefield,1709525.53165,67083.0,8828,0.959677419355,0.923387096774,0.000139219915464
36005044902,221,207,190,Bronx,BX62,Woodlawn-Wakefield,1677273.95484,62656.0,18677,0.93665158371,0.859728506787,0.000123414543821
36005045101,177,170,167,Bronx,BX62,Woodlawn-Wakefield,1854782.75848,62286.0,17936,0.960451977401,0.943502824859,9.16549386837e-05
36005045102,289,286,280,Bronx,BX62,Woodlawn-Wakefield,2298967.71647,80139.0,31307,0.989619377163,0.968858131488,0.000124403660804
36005045600,309,289,276,Bronx,BX03,Eastchester-Edenwald-Baychester,9265823.81073,74254.0,10191,0.935275080906,0.893203883495,3.1189887257e-05
36005045800,188,175,168,Bronx,BX03,Eastchester-Edenwald-Baychester,2582516.43834,16161.0,5649,0.93085106383,0.893617021277,6.77633634396e-05
36005046000,265,242,233,Bronx,BX03,Eastchester-Edenwald-Baychester,3096846.56692,32340.0,6085,0.91320754717,0.879245283019,7.81440070635e-05
36005046201,1189,1148,1132,Bronx,BX13,Co-op City,23463595.1076,43205.0,6966,0.965517241379,0.952060555088,4.89268585967e-05
36005046202,619,600,576,Bronx,BX13,Co-op City,10306208.0168,40497.0,8140,0.969305331179,0.930533117932,5.82173384257e-05
36005048400,447,415,388,Bronx,BX03,Eastchester-Edenwald-Baychester,7465667.20744,69701.0,7688,0.92841163311,0.868008948546,5.55877979113e-05
36005051600,1051,1027,991,Bronx,BX10,Pelham Bay-Country Club-City Island,17280714.809,76771.0,12302,0.977164605138,0.942911512845,5.94304119564e-05
36047000100,408,394,378,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,2237278.32296,70938.0,25488,0.96568627451,0.926470588235,0.000176106833002
36047000200,150,146,141,Brooklyn,BK32,Sunset Park West,2952085.29777,34740.0,13495,0.973333333333,0.94,4.9456565537e-05
36047000301,307,301,293,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,2142139.07382,101544.0,28439,0.980456026059,0.954397394137,0.000140513752668
36047000501,165,161,157,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,901506.97904,110700.0,25568,0.975757575758,0.951515151515,0.000178589854259
36047000502,238,230,221,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,1038567.39551,91964.0,14622,0.966386554622,0.928571428571,0.000221458906754
36047000700,385,373,356,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,1927176.27926,130966.0,10511,0.968831168831,0.924675324675,0.000193547421694
36047000900,234,229,224,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,1737777.42433,121083.0,44908,0.978632478632,0.957264957265,0.000131777520408
36047001100,141,135,126,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1814052.37885,107946.0,11352,0.957446808511,0.893617021277,7.44190198552e-05
36047001300,228,217,198,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3138425.63872,111500.0,14023,0.951754385965,0.868421052632,6.91429477643e-05
36047001500,307,292,273,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3310830.17228,90616.0,12611,0.951140065147,0.889250814332,8.81954026047e-05
36047001800,210,205,196,Brooklyn,BK32,Sunset Park West,22091959.8483,,**,0.97619047619,0.933333333333,9.27939401518e-06
36047002000,95,91,91,Brooklyn,BK32,Sunset Park West,1620770.16274,61023.0,21769,0.957894736842,0.957894736842,5.6146147117e-05
36047002100,339,323,313,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,5707305.4467,208036.0,15087,0.952802359882,0.923303834808,5.65941323829e-05
36047002200,306,291,271,Brooklyn,BK32,Sunset Park West,3690653.77562,36563.0,11436,0.950980392157,0.885620915033,7.88478187584e-05
36047002300,64,63,61,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1961451.51219,19066.0,2837,0.984375,0.953125,3.21190708047e-05
36047002901,40,33,29,Brooklyn,BK68,Fort Greene,1167531.11513,17544.0,4945,0.825,0.725,2.82647713387e-05
36047003000,92,89,84,Brooklyn,BK31,Bay Ridge,1174204.93497,68958.0,27278,0.967391304348,0.913043478261,7.57959682756e-05
36047003100,234,221,198,Brooklyn,BK68,Fort Greene,3102639.144,69609.0,10759,0.944444444444,0.846153846154,7.12296821328e-05
36047003300,229,222,213,Brooklyn,BK68,Fort Greene,1773979.4928,105642.0,20054,0.96943231441,0.930131004367,0.000125142371093
36047003400,322,308,296,Brooklyn,BK31,Bay Ridge,5158736.60612,69848.0,29677,0.95652173913,0.919254658385,5.97045407658e-05
36047003500,187,182,173,Brooklyn,BK68,Fort Greene,1433175.19479,61525.0,5690,0.973262032086,0.92513368984,0.000126990754977
36047003600,207,196,193,Brooklyn,BK31,Bay Ridge,1348886.85878,74449.0,14341,0.946859903382,0.932367149758,0.000145304996282
36047003700,182,179,171,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1805697.77174,102386.0,41134,0.983516483516,0.93956043956,9.91306534246e-05
36047003800,204,200,197,Brooklyn,BK31,Bay Ridge,1367702.86093,85950.0,13134,0.980392156863,0.96568627451,0.000146230592706
36047003900,256,249,237,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1681241.45159,102981.0,18057,0.97265625,0.92578125,0.000148104842267
36047004100,394,377,362,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1744094.3952,112128.0,16715,0.956852791878,0.918781725888,0.000216158025069
36047004300,330,315,299,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1786641.70084,112036.0,22058,0.954545454545,0.906060606061,0.000176308433779
36047004400,779,760,746,Brooklyn,BK31,Bay Ridge,4482056.55586,95341.0,16467,0.975609756098,0.957637997433,0.000169565017873
36047004500,424,414,411,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,1835597.06095,138281.0,20771,0.97641509434,0.969339622642,0.000225539694308
36047004600,523,486,464,Brooklyn,BK31,Bay Ridge,3113528.17477,118333.0,61738,0.929254302103,0.887189292543,0.000156093014972
36047004700,189,184,177,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,2896099.74741,101150.0,15002,0.973544973545,0.936507936508,6.35337232996e-05
36047004900,187,180,172,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,1051003.17831,116950.0,29647,0.96256684492,0.919786096257,0.000171264943546
36047005000,430,424,417,Brooklyn,BK31,Bay Ridge,2395905.62352,90608.0,15756,0.986046511628,0.96976744186,0.000176968573318
36047005100,234,229,225,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,1956910.06347,85563.0,10938,0.978632478632,0.961538461538,0.000117021218438
36047005201,151,138,136,Brooklyn,BK31,Bay Ridge,1448244.17732,29531.0,22917,0.913907284768,0.900662251656,9.52877989507e-05
36047005202,136,135,135,Brooklyn,BK31,Bay Ridge,1398134.42883,68958.0,10596,0.992647058824,0.992647058824,9.65572388579e-05
36047005300,771,698,629,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,17694907.1639,72841.0,15470,0.905317769131,0.815823605707,3.94463781886e-05
36047005400,191,186,181,Brooklyn,BK31,Bay Ridge,1735363.36888,59696.0,8450,0.973821989529,0.947643979058,0.000107182163307
36047005601,170,155,155,Brooklyn,BK31,Bay Ridge,1818781.31217,53984.0,11142,0.911764705882,0.911764705882,8.52219004906e-05
36047005602,132,120,117,Brooklyn,BK31,Bay Ridge,1456999.78324,60164.0,12447,0.909090909091,0.886363636364,8.23610280388e-05
36047005800,220,211,208,Brooklyn,BK31,Bay Ridge,2080303.3141,50528.0,8452,0.959090909091,0.945454545455,0.000101427517117
36047005900,378,361,332,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,3852115.62149,57143.0,22247,0.955026455026,0.878306878307,9.3714736387e-05
36047006000,194,184,181,Brooklyn,BK31,Bay Ridge,1639074.01901,64286.0,13579,0.948453608247,0.932989690722,0.000112258505635
36047006200,220,211,198,Brooklyn,BK31,Bay Ridge,1746843.26388,47050.0,8883,0.959090909091,0.9,0.000120789314281
36047006300,201,195,182,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,1082019.86155,97614.0,7783,0.970149253731,0.905472636816,0.00018021850331
36047006400,291,266,256,Brooklyn,BK31,Bay Ridge,2186814.62357,64214.0,12233,0.914089347079,0.879725085911,0.000121638111037
36047006500,508,499,484,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,2685488.2525,109492.0,21778,0.982283464567,0.952755905512,0.000185813510648
36047006600,233,224,220,Brooklyn,BK31,Bay Ridge,1653273.35756,59981.0,4349,0.961373390558,0.944206008584,0.000135488785914
36047006700,359,349,346,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,1680804.29592,145294.0,14203,0.972144846797,0.963788300836,0.00020763868872
36047006800,209,201,199,Brooklyn,BK31,Bay Ridge,1996655.82352,40857.0,4719,0.961722488038,0.952153110048,0.000100668326325
36047006900,356,347,340,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1927677.55339,131284.0,14928,0.974719101124,0.955056179775,0.000180009358614
36047007000,114,105,99,Brooklyn,BK31,Bay Ridge,1586252.18998,42218.0,8110,0.921052631579,0.868421052632,6.61937620407e-05
36047007100,189,186,181,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1840258.529,36890.0,7245,0.984126984127,0.957671957672,0.000101072755305
36047007200,33,31,31,Brooklyn,BK32,Sunset Park West,653314.958795,37364.0,5407,0.939393939394,0.939393939394,4.74503140984e-05
36047007400,223,210,190,Brooklyn,BK32,Sunset Park West,1516613.03139,46204.0,12705,0.941704035874,0.85201793722,0.000138466435177
36047007500,427,418,411,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,3053102.17954,135697.0,26494,0.978922716628,0.962529274005,0.000136909928138
36047007600,226,214,209,Brooklyn,BK32,Sunset Park West,1510401.67828,32996.0,4548,0.946902654867,0.924778761062,0.000141684164602
36047007700,464,448,414,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,4187361.9541,123592.0,10694,0.965517241379,0.89224137931,0.000106988601633
36047007800,265,260,251,Brooklyn,BK32,Sunset Park West,1509791.98953,42000.0,5860,0.981132075472,0.947169811321,0.000172209153183
36047008000,265,254,243,Brooklyn,BK32,Sunset Park West,1506326.48527,53380.0,9212,0.958490566038,0.916981132075,0.000168622142997
36047008200,236,224,222,Brooklyn,BK32,Sunset Park West,1517026.11389,35511.0,10270,0.949152542373,0.940677966102,0.000147657313179
36047008400,249,242,236,Brooklyn,BK32,Sunset Park West,2650333.35475,49274.0,16706,0.971887550201,0.947791164659,9.13092685365e-05
36047008500,177,161,149,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,2624913.7084,14000.0,5022,0.909604519774,0.841807909605,6.13353496097e-05
36047008600,95,87,87,Brooklyn,BK34,Sunset Park East,1221916.88705,,**,0.915789473684,0.915789473684,7.11996052449e-05
36047008800,167,153,141,Brooklyn,BK34,Sunset Park East,2019986.06145,53528.0,9442,0.916167664671,0.844311377246,7.57430969054e-05
36047009000,164,150,143,Brooklyn,BK34,Sunset Park East,1631111.7726,36925.0,3826,0.914634146341,0.871951219512,9.19618155664e-05
36047009200,217,205,194,Brooklyn,BK34,Sunset Park East,1218874.0369,38042.0,7176,0.944700460829,0.89400921659,0.000168188011061
36047009400,273,253,246,Brooklyn,BK34,Sunset Park East,1625600.91058,40239.0,7712,0.92673992674,0.901098901099,0.000155634755341
36047009600,271,267,258,Brooklyn,BK34,Sunset Park East,1622766.58595,32829.0,6804,0.985239852399,0.952029520295,0.000164533829025
36047009800,269,256,250,Brooklyn,BK34,Sunset Park East,1625498.65245,31961.0,10542,0.951672862454,0.92936802974,0.000157490133636
36047010000,233,223,220,Brooklyn,BK34,Sunset Park East,1625060.7126,33229.0,6145,0.957081545064,0.944206008584,0.000137225642261
36047010100,374,354,344,Brooklyn,BK32,Sunset Park West,3393635.74682,43779.0,12485,0.946524064171,0.919786096257,0.000104312904039
36047010200,243,231,225,Brooklyn,BK34,Sunset Park East,1640687.83875,42911.0,4814,0.950617283951,0.925925925926,0.000140794607325
36047010400,163,149,148,Brooklyn,BK34,Sunset Park East,1639390.92125,37787.0,11881,0.914110429448,0.907975460123,9.08874131659e-05
36047010600,181,171,164,Brooklyn,BK34,Sunset Park East,1624784.39268,37531.0,8976,0.944751381215,0.906077348066,0.000105244733252
36047010800,197,184,175,Brooklyn,BK34,Sunset Park East,1624849.98804,32122.0,9029,0.934010152284,0.888324873096,0.0001132412231
36047011000,138,124,112,Brooklyn,BK34,Sunset Park East,1699091.86361,40238.0,8667,0.898550724638,0.811594202899,7.29801623183e-05
36047011200,263,255,253,Brooklyn,BK34,Sunset Park East,1843970.96141,30032.0,8743,0.969581749049,0.961977186312,0.00013828851177
36047011400,250,240,231,Brooklyn,BK88,Borough Park,1806159.31396,42402.0,2827,0.96,0.924,0.00013287864373
36047011600,167,161,159,Brooklyn,BK88,Borough Park,1724997.73221,32267.0,8349,0.964071856287,0.952095808383,9.33334560352e-05
36047011700,163,154,147,Brooklyn,BK37,Park Slope-Gowanus,2160662.55085,72429.0,7742,0.944785276074,0.901840490798,7.12744338256e-05
36047011800,173,169,163,Brooklyn,BK34,Sunset Park East,2359854.01682,31447.0,11087,0.976878612717,0.942196531792,7.16145993758e-05
36047011900,307,286,261,Brooklyn,BK37,Park Slope-Gowanus,7727117.86893,82969.0,12235,0.931596091205,0.85016286645,3.70125064547e-05
36047012000,157,143,134,Brooklyn,BK34,Sunset Park East,2102411.81608,28750.0,21959,0.910828025478,0.853503184713,6.80171215298e-05
36047012100,182,178,173,Brooklyn,BK37,Park Slope-Gowanus,1593259.61176,93393.0,27450,0.978021978022,0.950549450549,0.000111720650349
36047012200,175,164,162,Brooklyn,BK32,Sunset Park West,1991590.54084,36250.0,10160,0.937142857143,0.925714285714,8.23462436866e-05
36047012600,349,337,319,Brooklyn,BK31,Bay Ridge,2486089.8401,37179.0,6212,0.965616045845,0.914040114613,0.000135554232419
36047012700,200,195,189,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1759470.65956,51397.0,8855,0.975,0.945,0.00011082878759
36047012801,203,191,189,Brooklyn,BK30,Dyker Heights,1238338.68743,42596.0,15801,0.940886699507,0.931034482759,0.000154238902441
36047012901,234,230,223,Brooklyn,BK37,Park Slope-Gowanus,1479914.45653,82071.0,7951,0.982905982906,0.952991452991,0.000155414388301
36047012902,187,184,174,Brooklyn,BK37,Park Slope-Gowanus,1372593.93452,86290.0,19002,0.983957219251,0.930481283422,0.000134052756152
36047013000,204,201,196,Brooklyn,BK31,Bay Ridge,1899181.55643,57549.0,10693,0.985294117647,0.960784313725,0.000105835063172
36047013100,321,315,294,Brooklyn,BK37,Park Slope-Gowanus,1684555.86261,111950.0,17811,0.981308411215,0.915887850467,0.000186992908334
36047013200,183,163,154,Brooklyn,BK30,Dyker Heights,1665114.51858,56167.0,15171,0.890710382514,0.841530054645,9.78911649506e-05
36047013300,343,339,333,Brooklyn,BK37,Park Slope-Gowanus,1596011.19883,144293.0,15251,0.98833819242,0.97084548105,0.000212404524635
36047013400,387,375,369,Brooklyn,BK31,Bay Ridge,2887202.8592,66172.0,7519,0.968992248062,0.953488372093,0.000129883495649
36047013500,336,321,308,Brooklyn,BK37,Park Slope-Gowanus,1635301.01291,126111.0,28340,0.955357142857,0.916666666667,0.000196294136349
36047013600,338,324,315,Brooklyn,BK31,Bay Ridge,2322222.35656,66375.0,8935,0.958579881657,0.931952662722,0.000139521523029
36047013700,266,259,252,Brooklyn,BK37,Park Slope-Gowanus,1638366.04745,99648.0,12730,0.973684210526,0.947368421053,0.000158084330668
36047013800,218,217,213,Brooklyn,BK31,Bay Ridge,1749765.01599,52645.0,11917,0.995412844037,0.977064220183,0.000124016652532
36047013900,254,245,239,Brooklyn,BK37,Park Slope-Gowanus,1631336.46634,100787.0,12194,0.964566929134,0.94094488189,0.000150183610221
36047014000,209,191,175,Brooklyn,BK30,Dyker Heights,1579390.47177,59130.0,12141,0.913875598086,0.837320574163,0.000120932729058
36047014100,234,223,214,Brooklyn,BK37,Park Slope-Gowanus,1787081.44327,78125.0,26623,0.952991452991,0.91452991453,0.000124784463987
36047014200,202,196,187,Brooklyn,BK31,Bay Ridge,2165483.16053,56324.0,14817,0.970297029703,0.925742574257,9.05109785994e-05
36047014300,274,261,253,Brooklyn,BK37,Park Slope-Gowanus,2350772.88353,80170.0,26448,0.952554744526,0.923357664234,0.00011102731439
36047014500,302,286,280,Brooklyn,BK32,Sunset Park West,2317301.5528,64926.0,7077,0.94701986755,0.927152317881,0.000123419414126
36047014700,147,142,132,Brooklyn,BK32,Sunset Park West,1142414.93389,81181.0,27067,0.965986394558,0.897959183673,0.000124298095016
36047014800,169,161,157,Brooklyn,BK30,Dyker Heights,1437563.93943,56500.0,12476,0.952662721893,0.92899408284,0.000111995018506
36047014900,478,465,443,Brooklyn,BK37,Park Slope-Gowanus,2684799.70864,103378.0,21323,0.97280334728,0.926778242678,0.000173197277437
36047015000,148,144,143,Brooklyn,BK30,Dyker Heights,1436079.90939,82188.0,23449,0.972972972973,0.966216216216,0.000100272971621
36047015100,318,305,289,Brooklyn,BK37,Park Slope-Gowanus,1607114.12638,121742.0,12692,0.959119496855,0.908805031447,0.00018978117048
36047015200,200,187,185,Brooklyn,BK30,Dyker Heights,2884401.71263,70598.0,15017,0.935,0.925,6.48314689251e-05
36047015300,287,271,260,Brooklyn,BK37,Park Slope-Gowanus,1619490.31828,115000.0,31005,0.94425087108,0.905923344948,0.000167336597781
36047015400,199,190,178,Brooklyn,BK99,park-cemetery-etc-Brooklyn,9969048.9088,,**,0.954773869347,0.894472361809,1.90589896527e-05
36047015500,303,294,288,Brooklyn,BK37,Park Slope-Gowanus,1610814.53019,128611.0,27701,0.970297029703,0.950495049505,0.000182516357091
36047015700,363,350,336,Brooklyn,BK37,Park Slope-Gowanus,1802056.04722,102500.0,8228,0.964187327824,0.925619834711,0.000194222593986
36047015900,442,423,412,Brooklyn,BK37,Park Slope-Gowanus,2699448.78997,130806.0,13927,0.957013574661,0.932126696833,0.000156698656989
36047016000,199,186,183,Brooklyn,BK31,Bay Ridge,2785267.11322,60698.0,8801,0.934673366834,0.91959798995,6.67799505179e-05
36047016100,291,281,273,Brooklyn,BK64,Prospect Heights,1964230.02929,103500.0,9112,0.965635738832,0.938144329897,0.000143058600983
36047016200,158,144,131,Brooklyn,BK31,Bay Ridge,2603498.07407,71602.0,8495,0.911392405063,0.829113924051,5.53102003163e-05
36047016300,231,228,221,Brooklyn,BK64,Prospect Heights,1980070.62734,86234.0,8602,0.987012987013,0.95670995671,0.0001151474078
36047016400,29,27,25,Brooklyn,BK31,Bay Ridge,8431091.24571,97760.0,14290,0.931034482759,0.862068965517,3.20243242697e-06
36047016500,433,420,382,Brooklyn,BK37,Park Slope-Gowanus,2010390.99165,124714.0,40045,0.969976905312,0.882217090069,0.000208914585145
36047016600,423,413,401,Brooklyn,BK30,Dyker Heights,2873519.70978,80395.0,22784,0.976359338061,0.947990543735,0.000143726176158
36047016700,377,368,361,Brooklyn,BK37,Park Slope-Gowanus,1818261.60013,107466.0,29381,0.976127320955,0.957559681698,0.000202391119063
36047016800,178,169,161,Brooklyn,BK27,Bath Beach,1767486.75108,82891.0,13828,0.949438202247,0.904494382022,9.56159925367e-05
36047016900,400,392,381,Brooklyn,BK40,Windsor Terrace,2257354.46618,78504.0,10551,0.98,0.9525,0.000173654605811
36047017000,173,167,166,Brooklyn,BK27,Bath Beach,2249706.47147,72875.0,15046,0.965317919075,0.959537572254,7.42319063033e-05
36047017100,441,430,421,Brooklyn,BK40,Windsor Terrace,2247115.35681,108384.0,10548,0.975056689342,0.954648526077,0.000191356442248
36047017200,162,153,148,Brooklyn,BK27,Bath Beach,2220321.61637,70125.0,34416,0.944444444444,0.913580246914,6.89089359271e-05
36047017400,160,154,150,Brooklyn,BK27,Bath Beach,1798223.91729,72692.0,18043,0.9625,0.9375,8.5640057681e-05
36047017500,113,107,106,Brooklyn,BK99,park-cemetery-etc-Brooklyn,21101598.5644,,**,0.946902654867,0.938053097345,5.07070588389e-06
36047017600,181,176,174,Brooklyn,BK27,Bath Beach,1436666.98083,55865.0,9092,0.972375690608,0.961325966851,0.000122505773675
36047017700,833,808,780,Brooklyn,BK99,park-cemetery-etc-Brooklyn,27399629.7705,,**,0.969987995198,0.93637454982,2.94894495571e-05
36047017800,167,158,156,Brooklyn,BK27,Bath Beach,1765217.21133,55745.0,13594,0.946107784431,0.934131736527,8.95073982884e-05
36047017900,264,253,247,Brooklyn,BK68,Fort Greene,1705006.91395,45947.0,11266,0.958333333333,0.935606060606,0.000148386495052
36047018000,178,173,172,Brooklyn,BK27,Bath Beach,1896108.78326,57194.0,16292,0.97191011236,0.966292134831,9.12394908601e-05
36047018100,376,367,357,Brooklyn,BK68,Fort Greene,1823380.08294,80911.0,3488,0.976063829787,0.949468085106,0.000201274546889
36047018200,132,124,117,Brooklyn,BK28,Bensonhurst West,1781148.57045,47206.0,11218,0.939393939394,0.886363636364,6.96179993389e-05
36047018300,309,302,300,Brooklyn,BK68,Fort Greene,1477789.72059,93625.0,7226,0.977346278317,0.970873786408,0.000204359250705
36047018400,156,149,146,Brooklyn,BK28,Bensonhurst West,1605263.64597,76210.0,12176,0.955128205128,0.935897435897,9.28196439096e-05
36047018501,120,115,110,Brooklyn,BK68,Fort Greene,1189462.47945,17407.0,3713,0.958333333333,0.916666666667,9.66823266701e-05
36047018600,119,118,115,Brooklyn,BK28,Bensonhurst West,1216850.53192,68021.0,5559,0.991596638655,0.966386554622,9.69716468084e-05
36047018700,150,141,138,Brooklyn,BK68,Fort Greene,917703.140862,89375.0,26560,0.94,0.92,0.000153644456166
36047018800,188,183,182,Brooklyn,BK28,Bensonhurst West,1885932.63173,56339.0,7903,0.973404255319,0.968085106383,9.70342189965e-05
36047019000,180,173,168,Brooklyn,BK28,Bensonhurst West,2291793.6054,45132.0,5849,0.961111111111,0.933333333333,7.54867277718e-05
36047019100,265,248,241,Brooklyn,BK69,Clinton Hill,2721477.68234,78750.0,19988,0.935849056604,0.909433962264,9.11269644463e-05
36047019200,108,103,101,Brooklyn,BK88,Borough Park,2042946.47386,38561.0,9363,0.953703703704,0.935185185185,5.04173757452e-05
36047019300,277,265,259,Brooklyn,BK69,Clinton Hill,2903178.99966,54369.0,8046,0.956678700361,0.935018050542,9.12792494128e-05
