,count,alive,healthy,boroname,nta,nta_name,area (sq-ft),Median Income,Margin of Error,fraction alive,fraction healthy,density
36047038300,281,275,272,Brooklyn,BK35,Stuyvesant Heights,1878496.85627,48712.0,16204,0.978647686833,0.967971530249,0.000146393643983
36047038500,231,225,222,Brooklyn,BK35,Stuyvesant Heights,1877794.57229,39141.0,14250,0.974025974026,0.961038961039,0.000119821413546
36047038600,194,172,169,Brooklyn,BK26,Gravesend,2704025.38356,44766.0,14654,0.886597938144,0.871134020619,6.3608870333e-05
36047038700,189,184,183,Brooklyn,BK35,Stuyvesant Heights,2027988.23022,36430.0,4516,0.973544973545,0.968253968254,9.07303096034e-05
36047038800,139,132,130,Brooklyn,BK25,Homecrest,2130565.92483,60132.0,10235,0.94964028777,0.935251798561,6.19553699145e-05
36047038900,228,205,188,Brooklyn,BK78,Bushwick South,1753535.5178,47059.0,9546,0.899122807018,0.824561403509,0.000116906671076
36047039000,321,304,287,Brooklyn,BK25,Homecrest,1871911.31524,45682.0,11485,0.947040498442,0.894080996885,0.000162400856026
36047039100,230,215,211,Brooklyn,BK78,Bushwick South,1788881.47556,35542.0,15145,0.934782608696,0.917391304348,0.00012018683347
36047039200,222,219,210,Brooklyn,BK25,Homecrest,1875666.47628,33125.0,9332,0.986486486486,0.945945945946,0.000116758497723
36047039300,222,216,209,Brooklyn,BK78,Bushwick South,2041139.66082,52244.0,14708,0.972972972973,0.941441441441,0.000105823234023
36047039400,353,347,336,Brooklyn,BK25,Homecrest,2067691.42497,51927.0,12494,0.983002832861,0.951841359773,0.000167820012121
36047039500,173,171,168,Brooklyn,BK78,Bushwick South,1718425.82043,27870.0,9248,0.988439306358,0.971098265896,9.95096779663e-05
36047039600,274,266,264,Brooklyn,BK25,Homecrest,1757819.54592,46926.0,22743,0.970802919708,0.963503649635,0.000151323837886
36047039700,227,221,219,Brooklyn,BK78,Bushwick South,1712820.27346,38266.0,6612,0.973568281938,0.964757709251,0.000129026964139
36047039800,127,121,119,Brooklyn,BK26,Gravesend,2184133.6613,52721.0,12843,0.952755905512,0.937007874016,5.53995399384e-05
36047039900,242,238,230,Brooklyn,BK78,Bushwick South,1627809.30279,31563.0,11561,0.98347107438,0.95041322314,0.000146208772485
36047040000,215,209,206,Brooklyn,BK29,Bensonhurst East,2058373.04678,41759.0,7551,0.972093023256,0.958139534884,0.000101536502495
36047040100,194,187,184,Brooklyn,BK78,Bushwick South,1718318.94334,42079.0,10451,0.963917525773,0.948453608247,0.000108827293515
36047040200,185,180,179,Brooklyn,BK29,Bensonhurst East,2126179.77578,42000.0,12984,0.972972972973,0.967567567568,8.46588807073e-05
36047040300,251,246,243,Brooklyn,BK78,Bushwick South,2208071.8948,27827.0,5244,0.980079681275,0.96812749004,0.000111409415871
36047040400,196,190,183,Brooklyn,BK29,Bensonhurst East,1653839.79122,39947.0,14125,0.969387755102,0.933673469388,0.000114884162909
36047040500,126,121,118,Brooklyn,BK78,Bushwick South,1496440.20881,40815.0,18342,0.960317460317,0.936507936508,8.08585597257e-05
36047040600,206,198,194,Brooklyn,BK29,Bensonhurst East,1582378.66617,44107.0,10096,0.961165048544,0.941747572816,0.000125128077263
36047040700,16,16,16,Brooklyn,BK99,park-cemetery-etc-Brooklyn,5589606.63205,,**,1.0,1.0,2.86245545586e-06
36047040800,132,126,123,Brooklyn,BK29,Bensonhurst East,1654268.74397,59056.0,12137,0.954545454545,0.931818181818,7.61665844557e-05
36047040900,211,198,186,Brooklyn,BK77,Bushwick North,1773606.7665,37635.0,9165,0.938388625592,0.881516587678,0.000111636921859
36047041000,177,169,164,Brooklyn,BK29,Bensonhurst East,1537209.75085,43750.0,13081,0.954802259887,0.926553672316,0.00010993945355
36047041100,175,167,163,Brooklyn,BK78,Bushwick South,1433607.26547,35068.0,16481,0.954285714286,0.931428571429,0.00011648936499
36047041200,163,157,152,Brooklyn,BK29,Bensonhurst East,1780125.24969,41944.0,11129,0.963190184049,0.932515337423,8.81960412771e-05
36047041300,251,240,234,Brooklyn,BK78,Bushwick South,1745182.8807,38955.0,4814,0.956175298805,0.932270916335,0.000137521404005
36047041401,233,230,221,Brooklyn,BK25,Homecrest,1454192.39647,52774.0,11172,0.987124463519,0.948497854077,0.000158163390593
36047041402,412,404,396,Brooklyn,BK25,Homecrest,1659482.2256,28884.0,6107,0.980582524272,0.961165048544,0.000243449428845
36047041500,276,267,254,Brooklyn,BK78,Bushwick South,1750287.79067,53924.0,11019,0.967391304348,0.920289855072,0.000152546342049
36047041600,279,266,237,Brooklyn,BK25,Homecrest,1749784.70103,44260.0,5147,0.953405017921,0.849462365591,0.000152018702554
36047041700,261,256,246,Brooklyn,BK78,Bushwick South,1519400.53544,22022.0,9891,0.980842911877,0.942528735632,0.000168487501504
36047041800,308,287,261,Brooklyn,BK25,Homecrest,1773170.32025,33056.0,8662,0.931818181818,0.847402597403,0.000161856983913
36047041900,198,191,189,Brooklyn,BK78,Bushwick South,1646861.69945,35877.0,5821,0.964646464646,0.954545454545,0.000115978166268
36047042000,307,288,275,Brooklyn,BK25,Homecrest,1820929.02037,42969.0,11571,0.938110749186,0.895765472313,0.000158161024828
36047042100,219,210,199,Brooklyn,BK78,Bushwick South,1651413.38192,34362.0,9773,0.958904109589,0.908675799087,0.000127163799385
36047042200,436,423,415,Brooklyn,BK25,Homecrest,2443185.63407,68382.0,20475,0.970183486239,0.951834862385,0.00017313461331
36047042300,289,273,255,Brooklyn,BK78,Bushwick South,1961468.20003,51083.0,24847,0.944636678201,0.882352941176,0.000139181456011
36047042400,195,192,190,Brooklyn,BK29,Bensonhurst East,1733612.8948,46570.0,6638,0.984615384615,0.974358974359,0.000110751368184
36047042500,251,239,225,Brooklyn,BK78,Bushwick South,1806379.81084,45642.0,5117,0.95219123506,0.896414342629,0.000132308830383
36047042600,123,121,119,Brooklyn,BK29,Bensonhurst East,1829969.14358,47788.0,13478,0.983739837398,0.967479674797,6.61213334796e-05
36047042700,261,249,239,Brooklyn,BK77,Bushwick North,1595494.71384,47055.0,5523,0.954022988506,0.915708812261,0.00015606444687
36047042800,204,191,185,Brooklyn,BK29,Bensonhurst East,1773181.65751,52188.0,10039,0.936274509804,0.906862745098,0.000107715980024
36047042900,321,299,276,Brooklyn,BK77,Bushwick North,1809836.561,45382.0,4017,0.931464174455,0.859813084112,0.000165208288109
36047043000,217,214,196,Brooklyn,BK29,Bensonhurst East,1721309.63581,34729.0,6529,0.986175115207,0.903225806452,0.000124323942391
36047043100,315,291,264,Brooklyn,BK77,Bushwick North,1810786.86527,42269.0,7394,0.92380952381,0.838095238095,0.000160703617627
36047043200,140,138,129,Brooklyn,BK29,Bensonhurst East,1593340.96948,48574.0,4851,0.985714285714,0.921428571429,8.66104635752e-05
36047043300,310,294,277,Brooklyn,BK77,Bushwick North,1810979.34087,37882.0,9496,0.948387096774,0.893548387097,0.000162343099871
36047043400,185,178,171,Brooklyn,BK29,Bensonhurst East,1509164.80773,47054.0,11313,0.962162162162,0.924324324324,0.000117946031532
36047043500,224,215,211,Brooklyn,BK77,Bushwick North,1810895.36272,41058.0,7322,0.959821428571,0.941964285714,0.000118725799638
36047043600,170,166,164,Brooklyn,BK29,Bensonhurst East,1480301.67722,60227.0,12099,0.976470588235,0.964705882353,0.00011213930414
36047043700,289,282,279,Brooklyn,BK77,Bushwick North,1809983.84481,42500.0,4623,0.975778546713,0.965397923875,0.000155802495591
36047043800,273,268,262,Brooklyn,BK46,Ocean Parkway South,1671530.4516,40227.0,13323,0.981684981685,0.959706959707,0.000160332107467
36047043900,255,250,237,Brooklyn,BK77,Bushwick North,2152392.8308,40455.0,23235,0.980392156863,0.929411764706,0.000116149801478
36047044000,429,420,408,Brooklyn,BK46,Ocean Parkway South,2173529.65554,47727.0,16948,0.979020979021,0.951048951049,0.000193234078463
36047044100,281,255,235,Brooklyn,BK77,Bushwick North,1528572.53276,49167.0,7311,0.907473309609,0.836298932384,0.0001668223094
36047044200,303,291,279,Brooklyn,BK46,Ocean Parkway South,1969036.0068,57366.0,11782,0.960396039604,0.920792079208,0.000147788054152
36047044300,316,293,280,Brooklyn,BK77,Bushwick North,1805749.99753,56657.0,16104,0.927215189873,0.886075949367,0.000162259449204
36047044400,332,324,306,Brooklyn,BK46,Ocean Parkway South,1878090.01156,44896.0,8276,0.975903614458,0.921686746988,0.000172515693074
36047044500,317,291,254,Brooklyn,BK77,Bushwick North,1827456.06351,42894.0,4015,0.917981072555,0.801261829653,0.0001592377545
36047044600,147,145,131,Brooklyn,BK88,Borough Park,1519495.97937,47031.0,14217,0.986394557823,0.891156462585,9.54263795157e-05
36047044700,235,221,189,Brooklyn,BK77,Bushwick North,1752616.26934,50114.0,8823,0.940425531915,0.804255319149,0.000126097197582
36047044800,196,193,183,Brooklyn,BK46,Ocean Parkway South,2423965.30292,52083.0,11326,0.984693877551,0.933673469388,7.9621601748e-05
36047044900,232,215,192,Brooklyn,BK90,East Williamsburg,22972713.2364,33831.0,15356,0.926724137931,0.827586206897,9.35892934315e-06
36047045000,211,206,204,Brooklyn,BK46,Ocean Parkway South,2370291.99389,29659.0,26139,0.976303317536,0.96682464455,8.69091236569e-05
36047045200,391,381,359,Brooklyn,BK46,Ocean Parkway South,2005613.07861,67431.0,13319,0.97442455243,0.918158567775,0.000189966850567
36047045300,116,107,101,Brooklyn,BK77,Bushwick North,3439556.28401,55536.0,11079,0.922413793103,0.870689655172,3.11086637824e-05
36047045400,186,178,163,Brooklyn,BK46,Ocean Parkway South,1423881.81463,47188.0,22827,0.956989247312,0.876344086022,0.000125010375279
36047045600,235,228,200,Brooklyn,BK43,Midwood,1653625.09776,35385.0,12482,0.970212765957,0.851063829787,0.00013787889426
36047045800,371,361,354,Brooklyn,BK43,Midwood,1928211.69449,60250.0,18555,0.973045822102,0.954177897574,0.000187220107124
36047046000,511,493,466,Brooklyn,BK42,Flatbush,2107798.13553,45938.0,7665,0.964774951076,0.911937377691,0.000233893365636
36047046201,192,188,178,Brooklyn,BK42,Flatbush,1381203.79553,36765.0,15549,0.979166666667,0.927083333333,0.000136113150433
36047046202,224,213,207,Brooklyn,BK46,Ocean Parkway South,1866157.34877,56818.0,14687,0.950892857143,0.924107142857,0.00011413828536
36047046400,219,211,201,Brooklyn,BK88,Borough Park,1762813.99784,43889.0,10883,0.963470319635,0.917808219178,0.00011969498782
36047046800,204,190,186,Brooklyn,BK88,Borough Park,3193544.08631,34063.0,18851,0.93137254902,0.911764705882,5.94950296176e-05
36047047000,265,252,247,Brooklyn,BK88,Borough Park,1966226.06983,46696.0,13426,0.950943396226,0.932075471698,0.000128164306163
36047047200,329,323,322,Brooklyn,BK88,Borough Park,1850619.13247,51159.0,4580,0.981762917933,0.978723404255,0.000174536183233
36047047400,299,286,283,Brooklyn,BK88,Borough Park,1893042.17625,52125.0,6109,0.95652173913,0.946488294314,0.000151079571067
36047047600,286,273,272,Brooklyn,BK88,Borough Park,2236222.64934,45588.0,12938,0.954545454545,0.951048951049,0.000122080867073
36047047700,348,325,302,Brooklyn,BK90,East Williamsburg,2344076.87875,86932.0,12112,0.933908045977,0.867816091954,0.000138647329764
36047047800,188,175,166,Brooklyn,BK88,Borough Park,2380722.10927,31708.0,7007,0.93085106383,0.882978723404,7.35071091744e-05
36047048000,222,215,209,Brooklyn,BK42,Flatbush,1643797.87843,30968.0,8764,0.968468468468,0.941441441441,0.000130794669358
36047048100,162,156,150,Brooklyn,BK90,East Williamsburg,1628352.49267,72717.0,10764,0.962962962963,0.925925925926,9.58023528089e-05
36047048200,333,319,286,Brooklyn,BK42,Flatbush,2121452.7246,31992.0,4792,0.957957957958,0.858858858859,0.000150368658373
36047048400,370,356,337,Brooklyn,BK41,Kensington-Ocean Parkway,2251812.24718,40724.0,10134,0.962162162162,0.910810810811,0.000158094885773
36047048500,339,328,313,Brooklyn,BK78,Bushwick South,6253344.16306,85924.0,15913,0.967551622419,0.923303834808,5.24519347484e-05
36047048600,137,130,129,Brooklyn,BK41,Kensington-Ocean Parkway,1888238.79171,44489.0,7592,0.948905109489,0.941605839416,6.88472244987e-05
36047048800,248,233,222,Brooklyn,BK41,Kensington-Ocean Parkway,1542860.19973,52000.0,18532,0.939516129032,0.895161290323,0.000151018219305
36047048900,8,8,8,Brooklyn,BK78,Bushwick South,985798.49818,19518.0,3987,1.0,1.0,8.11524871946e-06
36047049000,401,381,354,Brooklyn,BK41,Kensington-Ocean Parkway,2074872.14439,35642.0,7778,0.950124688279,0.882793017456,0.00018362577233
36047049100,204,184,183,Brooklyn,BK90,East Williamsburg,2294137.30962,32813.0,5966,0.901960784314,0.897058823529,8.02044407841e-05
36047049200,174,164,154,Brooklyn,BK41,Kensington-Ocean Parkway,1780102.39448,46146.0,6929,0.942528735632,0.885057471264,9.21295317104e-05
36047049300,315,289,273,Brooklyn,BK78,Bushwick South,2454524.77977,30613.0,8494,0.91746031746,0.866666666667,0.000117741732486
36047049400,380,368,353,Brooklyn,BK41,Kensington-Ocean Parkway,1970839.6271,47397.0,8122,0.968421052632,0.928947368421,0.000186722448108
36047049500,174,167,161,Brooklyn,BK90,East Williamsburg,1389722.73486,73913.0,30234,0.959770114943,0.925287356322,0.000120167854933
36047049600,285,270,260,Brooklyn,BK41,Kensington-Ocean Parkway,2184807.80434,57477.0,7657,0.947368421053,0.912280701754,0.000123580664379
36047049700,240,232,227,Brooklyn,BK90,East Williamsburg,1772499.97489,79934.0,23417,0.966666666667,0.945833333333,0.000130888577313
36047049800,264,251,246,Brooklyn,BK41,Kensington-Ocean Parkway,2199771.78332,67907.0,11113,0.950757575758,0.931818181818,0.000114102745523
36047049900,240,233,228,Brooklyn,BK76,Greenpoint,1532199.80121,70031.0,8605,0.970833333333,0.95,0.000152068940236
36047050000,272,267,265,Brooklyn,BK40,Windsor Terrace,2138350.48506,78313.0,12713,0.981617647059,0.974264705882,0.000124862599403
36047050100,258,251,246,Brooklyn,BK90,East Williamsburg,1857843.15568,73919.0,11658,0.972868217054,0.953488372093,0.000135102901035
36047050202,185,177,174,Brooklyn,BK40,Windsor Terrace,1451525.20944,73081.0,12580,0.956756756757,0.940540540541,0.000121940699926
36047050300,211,200,198,Brooklyn,BK90,East Williamsburg,1348755.41934,69712.0,12481,0.947867298578,0.938388625592,0.000148284853675
36047050400,354,338,324,Brooklyn,BK40,Windsor Terrace,2516813.78459,86771.0,13097,0.954802259887,0.915254237288,0.000134296785114
36047050500,260,247,241,Brooklyn,BK90,East Williamsburg,1823285.67621,30216.0,6538,0.95,0.926923076923,0.00013546971998
36047050600,237,237,233,Brooklyn,BK42,Flatbush,1773129.57152,48583.0,8159,1.0,0.983122362869,0.00013366197474
36047050700,185,175,167,Brooklyn,BK75,Bedford,1877636.94138,30625.0,7489,0.945945945946,0.902702702703,9.32022565935e-05
36047050801,67,66,63,Brooklyn,BK42,Flatbush,842216.06064,40417.0,14637,0.985074626866,0.940298507463,7.83646894003e-05
36047050803,68,64,62,Brooklyn,BK42,Flatbush,602995.583097,38807.0,9141,0.941176470588,0.911764705882,0.000106136764172
36047050804,143,138,136,Brooklyn,BK42,Flatbush,1110945.63082,50440.0,3068,0.965034965035,0.951048951049,0.000124218500142
36047050900,251,238,235,Brooklyn,BK72,Williamsburg,1526103.11238,32762.0,4191,0.948207171315,0.93625498008,0.000155952764967
36047051001,42,39,36,Brooklyn,BK42,Flatbush,828176.576735,44332.0,8858,0.928571428571,0.857142857143,4.70914067067e-05
36047051002,69,68,68,Brooklyn,BK42,Flatbush,1152098.90964,45982.0,8300,0.985507246377,0.985507246377,5.90227101432e-05
36047051100,206,201,197,Brooklyn,BK90,East Williamsburg,1711548.77397,31047.0,10042,0.97572815534,0.956310679612,0.000117437494658
36047051200,130,119,117,Brooklyn,BK42,Flatbush,1510997.57245,36661.0,10393,0.915384615385,0.9,7.87559173951e-05
36047051300,303,276,268,Brooklyn,BK73,North Side-South Side,2779406.80912,66951.0,10960,0.910891089109,0.884488448845,9.93017643529e-05
36047051400,217,210,195,Brooklyn,BK42,Flatbush,1949161.8355,45685.0,5913,0.967741935484,0.898617511521,0.000107738616761
36047051500,268,258,253,Brooklyn,BK73,North Side-South Side,2013551.39699,96146.0,13423,0.962686567164,0.944029850746,0.000128131817437
36047051601,164,157,155,Brooklyn,BK42,Flatbush,1247781.40809,34241.0,5367,0.957317073171,0.94512195122,0.000125823320481
36047051602,99,95,89,Brooklyn,BK42,Flatbush,979567.955851,38813.0,6117,0.959595959596,0.89898989899,9.69815309214e-05
36047051700,243,227,227,Brooklyn,BK73,North Side-South Side,2020312.3293,100814.0,17797,0.934156378601,0.934156378601,0.000112358864869
36047051800,347,337,326,Brooklyn,BK42,Flatbush,2170111.3404,69856.0,11516,0.971181556196,0.939481268012,0.000155291571325
36047051900,449,426,406,Brooklyn,BK73,North Side-South Side,2959028.01149,87087.0,7769,0.948775055679,0.904231625835,0.000143966193745
36047052000,326,321,315,Brooklyn,BK42,Flatbush,2056594.47538,47130.0,15368,0.984662576687,0.966257668712,0.000156083274483
36047052300,261,240,232,Brooklyn,BK73,North Side-South Side,1538749.44395,43076.0,6571,0.919540229885,0.888888888889,0.000155970811846
36047052500,135,123,120,Brooklyn,BK73,North Side-South Side,1356123.73824,20993.0,6964,0.911111111111,0.888888888889,9.06996880385e-05
36047052600,356,352,340,Brooklyn,BK42,Flatbush,1823527.01959,60159.0,5716,0.988764044944,0.955056179775,0.000193032511292
36047052700,304,296,286,Brooklyn,BK73,North Side-South Side,2045672.64233,32022.0,7106,0.973684210526,0.940789473684,0.000144695682914
36047052800,383,377,370,Brooklyn,BK42,Flatbush,1891640.2224,88068.0,22499,0.984334203655,0.966057441253,0.00019929794024
36047052900,226,220,216,Brooklyn,BK72,Williamsburg,1882580.923,31962.0,12064,0.973451327434,0.955752212389,0.000116860846358
36047053000,165,160,148,Brooklyn,BK43,Midwood,1861290.05416,37273.0,8057,0.969696969697,0.89696969697,8.59618841472e-05
36047053100,305,299,297,Brooklyn,BK75,Bedford,1741715.66144,33945.0,7118,0.980327868852,0.973770491803,0.00017166981191
36047053200,225,215,208,Brooklyn,BK43,Midwood,1876179.00988,49395.0,11935,0.955555555556,0.924444444444,0.000114594608973
36047053300,330,327,323,Brooklyn,BK72,Williamsburg,2078811.96669,20931.0,3052,0.990909090909,0.978787878788,0.000157301384271
36047053400,235,227,190,Brooklyn,BK43,Midwood,1866105.77226,31004.0,12494,0.965957446809,0.808510638298,0.000121643694251
36047053500,280,275,273,Brooklyn,BK72,Williamsburg,1406193.34545,20044.0,3375,0.982142857143,0.975,0.000195563434353
36047053700,208,202,198,Brooklyn,BK72,Williamsburg,1802604.26089,26346.0,6901,0.971153846154,0.951923076923,0.00011206009238
36047053800,254,241,215,Brooklyn,BK43,Midwood,1770108.61532,27192.0,8484,0.948818897638,0.846456692913,0.000136149837312
36047053900,116,109,109,Brooklyn,BK72,Williamsburg,1091631.34437,19602.0,3091,0.939655172414,0.939655172414,9.98505590391e-05
36047054200,219,213,193,Brooklyn,BK43,Midwood,2036089.77011,39468.0,10226,0.972602739726,0.881278538813,0.000104612283371
36047054300,174,168,146,Brooklyn,BK99,park-cemetery-etc-Brooklyn,11164670.1515,92500.0,48818,0.965517241379,0.83908045977,1.50474664921e-05
36047054400,292,280,250,Brooklyn,BK43,Midwood,2045270.6111,44453.0,31211,0.958904109589,0.856164383562,0.000136901199519
36047054500,232,224,223,Brooklyn,BK72,Williamsburg,1802063.24412,16638.0,2944,0.965517241379,0.961206896552,0.000124301963725
36047054600,298,277,266,Brooklyn,BK43,Midwood,1942537.87548,31868.0,9091,0.929530201342,0.892617449664,0.000142596962199
36047054700,204,200,196,Brooklyn,BK73,North Side-South Side,1826059.32787,39773.0,9086,0.980392156863,0.960784313725,0.000109525466641
36047054800,310,289,273,Brooklyn,BK44,Madison,1864436.42861,58906.0,11388,0.932258064516,0.88064516129,0.000155006625898
36047054900,231,210,205,Brooklyn,BK73,North Side-South Side,2096177.45954,68043.0,11109,0.909090909091,0.887445887446,0.000100182357674
36047055000,231,223,205,Brooklyn,BK44,Madison,1937232.77134,42993.0,13950,0.965367965368,0.887445887446,0.000115112651045
36047055100,293,286,280,Brooklyn,BK73,North Side-South Side,2511177.4103,63613.0,10517,0.976109215017,0.955631399317,0.000113890798327
36047055200,176,165,131,Brooklyn,BK44,Madison,1805017.3999,41850.0,7823,0.9375,0.744318181818,9.14118611871e-05
36047055300,280,269,261,Brooklyn,BK73,North Side-South Side,1681865.85805,80909.0,16862,0.960714285714,0.932142857143,0.000159941411922
36047055400,180,171,142,Brooklyn,BK25,Homecrest,1821785.66743,51830.0,5825,0.95,0.788888888889,9.38639506596e-05
36047055500,270,243,232,Brooklyn,BK73,North Side-South Side,2845557.06888,108190.0,11578,0.9,0.859259259259,8.53962841433e-05
36047055600,262,251,227,Brooklyn,BK25,Homecrest,2079990.27864,50066.0,7441,0.958015267176,0.86641221374,0.000120673640919
36047055700,232,217,210,Brooklyn,BK73,North Side-South Side,3195112.28238,92222.0,23673,0.935344827586,0.905172413793,6.79162360574e-05
36047055800,200,188,174,Brooklyn,BK44,Madison,1847310.15792,53233.0,12682,0.94,0.87,0.000101769591421
36047056000,234,219,209,Brooklyn,BK44,Madison,1988439.59431,45788.0,11529,0.935897435897,0.893162393162,0.000110136611958
36047056100,352,350,341,Brooklyn,BK76,Greenpoint,3577947.73177,80000.0,7368,0.994318181818,0.96875,9.78214401771e-05
36047056200,240,225,218,Brooklyn,BK44,Madison,1838820.87392,66250.0,19873,0.9375,0.908333333333,0.000122361021234
36047056300,348,338,331,Brooklyn,BK76,Greenpoint,3994878.64222,66591.0,10236,0.971264367816,0.951149425287,8.46083273789e-05
36047056400,295,285,266,Brooklyn,BK44,Madison,1972387.64179,71707.0,9072,0.966101694915,0.901694915254,0.000144494922784
36047056500,323,315,304,Brooklyn,BK76,Greenpoint,2561007.91759,78445.0,14560,0.975232198142,0.941176470588,0.00012299844832
36047056600,236,222,219,Brooklyn,BK44,Madison,1846300.40092,61779.0,12131,0.940677966102,0.927966101695,0.000120240454852
36047056800,187,175,172,Brooklyn,BK44,Madison,1267976.13645,79583.0,9459,0.935828877005,0.919786096257,0.00013801521572
36047056900,139,135,134,Brooklyn,BK76,Greenpoint,1376243.88725,71111.0,8708,0.971223021583,0.964028776978,9.80930787418e-05
36047057000,342,331,325,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2824696.88855,57200.0,11930,0.96783625731,0.950292397661,0.000117180714625
36047057100,329,316,292,Brooklyn,BK76,Greenpoint,1892836.35259,58553.0,23401,0.960486322188,0.887537993921,0.000166945229876
36047057200,41,39,38,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2622725.1655,18459.0,3492,0.951219512195,0.926829268293,1.48700292783e-05
36047057300,243,233,221,Brooklyn,BK76,Greenpoint,1831149.52307,70878.0,11868,0.958847736626,0.909465020576,0.000127242476414
36047057400,211,201,198,Brooklyn,BK44,Madison,1713577.62879,83295.0,20530,0.952606635071,0.938388625592,0.00011729845011
36047057500,293,284,267,Brooklyn,BK76,Greenpoint,2014844.46483,79476.0,14823,0.969283276451,0.911262798635,0.000140953808077
36047057600,213,202,195,Brooklyn,BK44,Madison,1707334.54427,68950.0,6896,0.948356807512,0.915492957746,0.000118313075008
36047057800,209,197,191,Brooklyn,BK44,Madison,1853782.13323,37953.0,4413,0.942583732057,0.913875598086,0.000106269230061
36047057900,294,289,273,Brooklyn,BK76,Greenpoint,7899135.28064,56500.0,17310,0.982993197279,0.928571428571,3.65862831478e-05
36047058000,221,212,202,Brooklyn,BK44,Madison,1707766.25502,40675.0,10000,0.9592760181,0.914027149321,0.000124138768626
36047058200,214,200,185,Brooklyn,BK25,Homecrest,1738266.6873,43750.0,16685,0.934579439252,0.864485981308,0.000115057143683
36047058400,139,131,124,Brooklyn,BK25,Homecrest,2029005.36505,58975.0,13600,0.942446043165,0.892086330935,6.45636538259e-05
36047058600,171,157,151,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1759616.26034,56797.0,14087,0.918128654971,0.883040935673,8.92239993109e-05
36047058800,161,153,151,Brooklyn,BK25,Homecrest,1718520.69902,61964.0,13807,0.950310559006,0.937888198758,8.90300594501e-05
36047058900,251,241,229,Brooklyn,BK76,Greenpoint,4574107.52878,82311.0,12981,0.96015936255,0.91235059761,5.2687873751e-05
36047059000,176,166,161,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1704089.77675,49792.0,10381,0.943181818182,0.914772727273,9.74127081007e-05
36047059100,315,305,293,Brooklyn,BK76,Greenpoint,2060784.3299,76532.0,18072,0.968253968254,0.930158730159,0.000148001901788
36047059200,266,257,254,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2360097.74886,61164.0,20044,0.966165413534,0.954887218045,0.000108893794812
36047059300,260,253,249,Brooklyn,BK76,Greenpoint,2023694.83562,73021.0,12049,0.973076923077,0.957692307692,0.000125018849456
36047059401,482,462,448,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4528015.90674,42067.0,13433,0.958506224066,0.929460580913,0.000102031443686
36047059402,449,422,406,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3470556.20507,68429.0,7293,0.93986636971,0.904231625835,0.000121594342539
36047059600,179,165,153,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1863185.13788,61422.0,14960,0.921787709497,0.854748603352,8.85580271361e-05
36047059800,221,207,200,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2145271.49658,63613.0,13339,0.93665158371,0.904977375566,9.6491283425e-05
36047060000,420,379,346,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4732242.74059,51845.0,11431,0.902380952381,0.82380952381,8.00888755662e-05
36047060600,130,118,115,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1950213.56781,29759.0,12389,0.907692307692,0.884615384615,6.05061937563e-05
36047060800,405,357,327,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4308322.45652,50213.0,11113,0.881481481481,0.807407407407,8.28628784412e-05
36047061002,73,63,59,Brooklyn,BK19,Brighton Beach,2430047.0161,68750.0,22239,0.86301369863,0.808219178082,2.59254243159e-05
36047061003,35,32,29,Brooklyn,BK19,Brighton Beach,902889.545413,45202.0,11340,0.914285714286,0.828571428571,3.54417660084e-05
36047061004,210,181,163,Brooklyn,BK19,Brighton Beach,2384068.51078,23583.0,5636,0.861904761905,0.77619047619,7.59206370042e-05
36047061200,382,355,345,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2131583.45861,63333.0,17729,0.929319371728,0.903141361257,0.000166542857408
36047061600,370,357,345,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,7848777.36633,103000.0,53832,0.964864864865,0.932432432432,4.54847912404e-05
36047062000,466,427,403,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3439027.71908,103929.0,17555,0.916309012876,0.864806866953,0.000124163000383
36047062200,213,192,170,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2689304.67875,52353.0,14066,0.901408450704,0.798122065728,7.13939188509e-05
36047062600,247,227,212,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3425961.06023,45547.0,14530,0.919028340081,0.858299595142,6.62587799479e-05
36047062800,155,141,134,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,8274566.34248,70260.0,6054,0.909677419355,0.864516129032,1.70401679271e-05
